input_value,input_label,pred_value,pred_label
55,normal,53.744785,normal
57,elevated,57.632336,elevated
54,normal,51.899426,normal
59,elevated,59.429108,elevated
58,elevated,58.07779,elevated
50,normal,47.5148,normal
48,normal,50.596786,normal
66,elevated,64.30629,elevated
47,normal,51.057285,normal
58,elevated,58.529602,elevated
52,normal,52.073418,normal
56,elevated,55.108604,elevated
42,normal,38.764706,normal
53,normal,52.69917,normal
44,normal,45.609688,normal
58,elevated,56.918385,elevated
37,normal,37.759434,normal
54,normal,53.23381,normal
62,elevated,62.390125,elevated
59,elevated,59.614666,elevated
67,elevated,66.102356,elevated
42,normal,44.16717,normal
53,normal,52.535248,normal
65,elevated,66.0982,elevated
57,elevated,55.345245,elevated
55,normal,53.898853,normal
72,elevated,73.1088,elevated
31,normal,31.145535,normal
60,elevated,60.238953,elevated
63,elevated,60.658268,elevated
53,normal,53.76279,normal
52,normal,51.64818,normal
63,elevated,61.146645,elevated
52,normal,53.027866,normal
58,elevated,56.782005,elevated
58,elevated,57.08067,elevated
71,elevated,72.18251,elevated
52,normal,51.74397,normal
55,normal,56.35932,elevated
57,elevated,57.0646,elevated
42,normal,43.01464,normal
56,elevated,53.889416,normal
53,normal,51.773518,normal
63,elevated,64.02107,elevated
35,normal,34.82785,normal
56,elevated,55.235157,elevated
48,normal,47.2874,normal
59,elevated,58.987206,elevated
55,normal,56.51789,elevated
57,elevated,57.161987,elevated
52,normal,49.032677,normal
96,elevated,93.766716,elevated
54,normal,53.83201,normal
52,normal,41.55729,normal
55,normal,53.18328,normal
55,normal,56.005238,elevated
55,normal,54.699047,normal
93,elevated,88.89022,elevated
55,normal,55.18364,elevated
56,elevated,56.017784,elevated
51,normal,52.853615,normal
58,elevated,58.384132,elevated
60,elevated,61.783905,elevated
58,elevated,61.31272,elevated
63,elevated,62.318954,elevated
59,elevated,59.270233,elevated
58,elevated,58.496716,elevated
52,normal,53.129845,normal
92,elevated,91.20884,elevated
61,elevated,61.002888,elevated
79,elevated,78.89306,elevated
56,elevated,54.658466,normal
52,normal,52.949944,normal
93,elevated,91.06129,elevated
58,elevated,60.191757,elevated
52,normal,52.610645,normal
52,normal,51.42682,normal
55,normal,54.461983,normal
56,elevated,56.893707,elevated
68,elevated,69.06025,elevated
62,elevated,61.09604,elevated
62,elevated,64.131996,elevated
49,normal,50.03814,normal
46,normal,45.48236,normal
29,normal,28.428555,normal
70,elevated,69.73458,elevated
55,normal,53.953857,normal
54,normal,53.23139,normal
59,elevated,56.149452,elevated
61,elevated,60.234505,elevated
75,elevated,77.77195,elevated
57,elevated,57.650707,elevated
57,elevated,56.846855,elevated
51,normal,50.884056,normal
51,normal,49.237156,normal
39,normal,39.74759,normal
60,elevated,60.042374,elevated
59,elevated,58.36976,elevated
64,elevated,65.15445,elevated
37,normal,40.167587,normal
35,normal,34.02625,normal
63,elevated,61.311596,elevated
57,elevated,57.1125,elevated
53,normal,54.027115,normal
47,normal,47.293327,normal
54,normal,53.725193,normal
37,normal,36.177387,normal
72,elevated,73.02344,elevated
58,elevated,59.067963,elevated
44,normal,41.73472,normal
44,normal,44.431282,normal
63,elevated,62.034103,elevated
64,elevated,63.361855,elevated
65,elevated,62.86956,elevated
54,normal,54.566635,normal
52,normal,51.767166,normal
59,elevated,58.728336,elevated
62,elevated,63.738213,elevated
57,elevated,56.225357,elevated
50,normal,48.372402,normal
38,normal,35.956688,normal
68,elevated,66.63463,elevated
54,normal,55.222076,elevated
63,elevated,66.5242,elevated
55,normal,56.867416,elevated
53,normal,53.245716,normal
61,elevated,61.420395,elevated
55,normal,55.02793,elevated
